host_id,host_prof,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,lodging,days_available,days_since_review
5525273,0,5,137,40.80466,-73.95582,3,399,3,1,0.03,1,364,899.0
95471771,1,2,103,40.67537,-73.77355,2,79,1,5,0.16,2,179,306.0
2801522,0,4,66,40.69935,-73.91332,2,41,4,4,0.16,1,189,554.0
77778146,1,4,142,40.62979,-73.94431,2,85,1,2,0.09,8,189,661.0
77778146,1,4,126,40.66684,-73.94753,2,120,30,8,0.23,8,340,190.0
74331597,1,2,110,40.68461,-73.76899,2,65,1,98,2.87,5,180,17.0
49807429,0,4,123,40.65916,-73.95074,2,54,3,169,4.98,1,136,8.0
7834564,0,4,126,40.67415,-73.95627,2,60,4,2,0.06,1,14,316.0
89873907,0,4,145,40.68004,-73.88709,2,51,3,0,0.0,1,317,
95552798,0,4,158,40.7176,-73.96148,3,250,3,19,0.57,1,7,282.0
24696055,0,4,183,40.67634,-73.98311,3,125,14,10,0.3,1,20,375.0
17423162,0,5,202,40.7083,-74.01406,2,80,5,1,0.03,1,0,920.0
43299076,0,5,137,40.82367,-73.93762,3,105,2,3,0.09,1,0,696.0
63913582,1,4,128,40.65651,-74.0029,2,60,2,34,1.0,2,181,27.0
85202728,0,2,150,40.72468,-73.76681,2,239,3,11,0.52,1,135,10.0
7694993,0,4,160,40.72596,-73.94643,3,200,3,8,0.24,1,0,215.0
23303311,0,5,194,40.76133,-73.99744,3,250,3,1,0.03,1,158,998.0
95599073,0,5,211,40.72688,-74.0022,3,200,3,79,2.33,1,28,17.0
16641600,1,4,128,40.66303,-73.99431,2,75,10,13,0.4,2,302,17.0
95608415,0,5,188,40.71975,-73.98608,3,225,1,2,0.06,1,0,993.0
22772389,0,5,196,40.78492,-73.97992,2,110,2,41,1.21,1,89,51.0
22611054,0,2,178,40.58792,-73.80062,2,75,2,8,0.68,1,67,53.0
95623284,0,1,23,40.86533,-73.89713,2,40,3,1,0.1,1,179,289.0
278624,0,4,164,40.69415,-73.97131,3,100,3,26,0.76,1,0,432.0
19983675,0,4,121,40.68678,-73.94467,2,55,2,3,0.09,1,0,984.0
9280524,0,5,196,40.79778,-73.97232,3,185,2,1,0.03,1,0,990.0
19187413,1,4,158,40.70547,-73.93747,2,60,20,0,0.0,2,363,
95467310,0,5,210,40.74371,-73.98454,3,165,3,57,1.7,1,157,73.0
3186019,0,4,195,40.69293,-73.99113,3,188,2,25,0.74,1,30,13.0
25262268,0,4,121,40.68408,-73.95411,3,140,3,62,1.88,1,275,14.0
95727501,0,2,144,40.7579,-73.93052,3,115,2,5,0.15,1,66,639.0
64821734,0,4,126,40.67933,-73.96219,3,150,2,16,0.48,1,35,703.0
79321760,0,5,137,40.82158,-73.95592,3,300,4,69,2.05,1,110,24.0
39300337,1,5,199,40.74968,-73.97665,2,132,4,10,0.57,2,364,5.0
82143608,1,5,149,40.78762,-73.94303,2,95,1,78,2.33,2,74,8.0
39300337,1,5,199,40.74825,-73.97673,2,85,5,3,0.17,2,364,177.0
95765103,1,4,117,40.60892,-73.96221,2,65,3,14,0.41,2,156,241.0
95766078,1,4,121,40.68385,-73.9523,3,150,2,66,2.01,2,55,10.0
36893255,0,4,158,40.70623,-73.92808,2,100,4,12,0.42,1,0,482.0
31070690,0,5,86,40.83839,-73.93819,2,119,2,12,0.36,1,124,311.0
87565263,0,5,194,40.76338,-73.99552,3,200,3,170,4.99,1,82,8.0
24155326,0,4,126,40.67619,-73.94936,3,90,1,222,6.61,1,32,15.0
8832035,0,5,193,40.7401,-73.98123,3,163,2,9,0.27,1,0,190.0
87073939,1,4,121,40.68237,-73.92258,2,68,2,92,3.17,2,139,8.0
15239415,0,4,34,40.61238,-73.99805,3,100,3,54,1.72,1,61,27.0
3191545,1,5,204,40.761,-73.98522,3,169,30,5,0.15,23,365,745.0
10209118,0,5,190,40.77336,-73.95054,3,105,3,0,0.0,1,0,
5424751,0,5,210,40.75645,-73.97828,3,475,1,0,0.0,1,364,
4811900,1,2,101,40.77021,-73.90947,2,70,2,59,1.77,2,232,44.0
95886123,1,2,134,40.7656,-73.92293,2,90,1,43,1.28,2,331,45.0
23089531,1,5,187,40.72609,-73.98795,2,100,2,74,2.2,3,62,16.0
658618,0,4,66,40.69025,-73.91251,2,65,1,23,0.69,1,290,19.0
25237492,1,5,190,40.76095,-73.96143,3,110,30,10,0.34,34,277,261.0
95913669,0,2,63,40.73834,-73.90774,2,46,1,1,0.03,1,0,1017.0
92237522,1,4,92,40.63714,-73.95316,2,40,3,28,2.64,2,54,25.0
50546859,0,4,66,40.68342,-73.90993,2,80,1,19,0.58,1,88,10.0
95939781,0,5,199,40.74438,-73.97365,3,249,1,1,0.03,1,0,1021.0
14409957,0,5,190,40.77511,-73.9553,2,110,3,7,0.26,1,0,448.0
95949907,0,2,41,40.70512,-73.91386,2,48,1,6,2.9,1,158,40.0
17840677,0,4,126,40.67019,-73.9318,2,50,2,77,2.3,1,3,17.0
68082479,1,4,72,40.67293,-73.89548,3,135,30,68,2.01,2,247,57.0
95936966,0,2,138,40.71871,-73.8532,2,59,3,9,0.27,1,95,871.0
78022684,1,5,210,40.7641,-73.97989,2,149,2,24,0.71,2,0,751.0
95958773,1,4,146,40.57608,-73.9614,1,35,1,34,1.01,3,343,39.0
74179880,1,4,72,40.67502,-73.89004,3,85,3,33,0.97,8,356,87.0
48814097,0,5,86,40.85797,-73.93286,3,120,4,13,0.39,1,42,80.0
79289737,0,5,206,40.74348,-73.99365,2,180,1,205,6.07,1,90,5.0
96024343,0,5,201,40.73405,-73.98862,3,299,1,103,3.11,1,335,10.0
6103075,0,4,158,40.71435,-73.96336,2,60,14,1,0.05,1,341,648.0
75458749,1,4,92,40.64026,-73.95347,2,45,3,2,0.06,2,0,994.0
23495738,0,4,128,40.64487,-74.00893,2,50,1,49,1.44,1,90,10.0
21255768,0,5,190,40.77962,-73.95069,3,300,1,0,0.0,1,0,
1903495,0,4,158,40.71411,-73.94402,3,151,2,13,0.41,1,188,316.0
96080998,0,4,163,40.69569,-73.98249,2,139,1,0,0.0,1,0,
7202412,1,5,137,40.8155,-73.94578,3,160,5,102,3.04,4,118,7.0
6314010,0,4,160,40.72679,-73.94838,2,55,2,51,1.52,1,0,652.0
13442714,1,5,211,40.72058,-73.99807,2,120,3,21,0.63,2,82,25.0
37821056,1,4,123,40.6552,-73.96063,2,65,7,2,0.06,4,364,40.0
1103252,0,4,160,40.73287,-73.95211,2,130,1,104,3.2,1,146,19.0
39575635,0,4,66,40.70342,-73.92829,2,70,1,15,0.45,1,0,919.0
7245581,1,5,86,40.83355,-73.93839,3,67,180,4,0.15,19,331,40.0
84558839,0,4,113,40.58085,-73.93934,3,130,2,73,2.15,1,330,10.0
61391963,1,5,193,40.74018,-73.97962,3,117,30,9,0.3,91,317,283.0
893136,0,4,123,40.66198,-73.95798,3,98,2,4,0.17,1,0,619.0
345252,1,4,126,40.67843,-73.96385,3,120,5,3,0.09,3,0,992.0
96186778,0,4,158,40.71865,-73.95875,2,75,3,72,2.14,1,56,18.0
96202421,0,5,210,40.76529,-73.97713,2,350,3,0,0.0,1,0,
96222132,1,4,128,40.65607,-74.00306,2,60,1,25,0.74,4,52,33.0
33346283,1,5,137,40.83185,-73.94806,2,40,5,19,0.57,3,316,32.0
96241686,0,4,158,40.70976,-73.96686,2,125,3,0,0.0,1,0,
96222132,1,4,128,40.65306,-74.0039,2,60,1,34,1.05,4,294,40.0
11585415,0,4,158,40.7047,-73.94579,2,100,1,0,0.0,1,0,
21142670,0,5,149,40.80771,-73.94112,1,95,1,7,0.21,1,179,205.0
91425821,0,5,203,40.72275,-73.99558,3,124,2,1,0.03,1,0,1013.0
19923341,0,2,120,40.78573,-73.81062,2,85,1,0,0.0,1,365,
156959,1,4,181,40.68342,-73.9912,2,90,4,1,0.03,2,0,1011.0
96222132,1,4,128,40.65657,-74.00358,2,70,1,23,0.73,4,325,40.0
96341353,1,3,135,40.6437,-74.07944,3,150,1,23,0.78,3,336,22.0
53309031,0,5,149,40.79528,-73.94418,3,93,2,38,1.28,1,0,17.0
50860659,0,2,41,40.70703,-73.90907,2,80,7,5,0.15,1,188,187.0
10973901,0,2,125,40.71785,-73.82066,2,76,2,23,0.68,1,178,22.0
40611169,1,4,66,40.69951,-73.91641,3,113,30,6,0.18,5,365,283.0
2390711,0,4,164,40.69404,-73.98067,3,130,10,1,0.03,1,0,969.0
96361528,0,5,204,40.76035,-73.98189,3,160,30,6,0.19,1,168,323.0
96368935,0,5,193,40.74385,-73.97827,2,89,3,3,0.09,1,0,994.0
96301426,0,4,123,40.65714,-73.95,2,50,2,2,0.17,1,0,321.0
96413175,0,5,187,40.72173,-73.98282,3,150,9,4,0.13,1,0,602.0
61842904,1,4,180,40.67948,-73.96526,3,125,30,11,0.34,3,87,50.0
96424121,1,2,110,40.70327,-73.76785,2,85,1,48,1.41,3,180,32.0
19694796,0,4,93,40.63727,-73.97718,2,45,2,4,0.13,1,0,920.0
96347002,0,4,126,40.67752,-73.96029,3,150,60,0,0.0,1,364,
20309915,0,4,158,40.70778,-73.94884,3,170,2,94,2.99,1,78,6.0
38790056,0,4,57,40.60979,-74.01121,3,85,1,38,1.12,1,36,710.0
64065593,1,5,210,40.75326,-73.97303,3,462,2,3,0.1,13,299,205.0
64065593,1,5,210,40.75368,-73.97358,2,198,2,30,0.89,13,333,90.0
64065593,1,5,210,40.75324,-73.97217,3,198,2,16,0.51,13,263,244.0
96335626,0,2,16,40.6922,-73.864,2,43,3,69,2.08,1,283,50.0
95471771,1,2,103,40.67627,-73.77059,2,65,1,3,0.12,2,179,192.0
68538563,0,4,145,40.68978,-73.87017,2,41,2,8,0.24,1,0,984.0
33936240,0,5,194,40.76084,-73.98936,2,89,5,1,0.03,1,0,1016.0
33612454,0,4,121,40.68655,-73.94299,2,80,2,106,3.14,1,47,16.0
22073094,0,5,187,40.72782,-73.9862,2,110,1,0,0.0,1,0,
2222500,1,5,190,40.77799,-73.94935,2,80,5,9,0.29,2,118,60.0
24201188,1,2,134,40.7591,-73.91525,2,75,4,87,2.61,2,57,13.0
95572265,1,4,121,40.68203,-73.92676,2,75,3,18,0.54,2,311,118.0
46576732,0,5,86,40.85842,-73.92928,2,79,1,7,0.21,1,0,843.0
96098402,1,5,210,40.75351,-73.97196,2,499,3,12,0.36,12,365,934.0
96591454,0,4,114,40.64383,-73.94902,3,175,3,71,2.23,1,162,9.0
96341353,1,3,135,40.64057,-74.0786,2,110,1,20,0.63,3,337,9.0
96677104,0,5,194,40.76615,-73.98408,2,189,15,0,0.0,1,0,
3360346,1,4,158,40.71622,-73.94273,2,50,14,54,1.61,2,86,65.0
95765103,1,4,117,40.60803,-73.96211,2,50,3,15,0.45,2,211,101.0
6107166,0,5,172,40.71348,-73.99135,3,150,20,38,1.13,1,29,5.0
50207365,0,4,121,40.69653,-73.94994,2,50,2,5,0.15,1,0,626.0
96098402,1,5,210,40.75344,-73.97207,2,499,3,7,0.21,12,365,943.0
49645950,1,5,211,40.7263,-74.00344,3,189,2,136,4.09,2,30,4.0
10920393,0,5,207,40.73506,-73.99203,3,275,2,5,0.15,1,0,920.0
1317884,0,5,196,40.79512,-73.9733,2,100,2,45,1.36,1,83,47.0
22862376,0,5,137,40.79992,-73.95502,3,70,30,14,0.76,1,50,40.0
75770804,0,5,137,40.82088,-73.93879,2,35,1,0,0.0,1,0,
33614329,1,4,66,40.69555,-73.93069,3,95,1,81,2.42,4,193,7.0
4071035,0,5,143,40.71231,-73.99257,3,140,3,137,4.07,1,154,20.0
89386217,0,5,172,40.7135,-73.99121,2,75,1,318,9.39,1,51,21.0
68315940,0,5,204,40.76093,-73.98327,2,302,3,0,0.0,1,179,
31616043,0,5,137,40.82377,-73.94981,2,65,4,42,1.34,1,10,22.0
30283594,1,5,194,40.76027,-73.99826,3,399,30,0,0.0,121,365,
95459395,1,5,194,40.76221,-73.99795,3,321,30,0,0.0,18,365,
95459395,1,5,194,40.76115,-73.99823,3,499,30,0,0.0,18,146,
2118206,0,5,86,40.8337,-73.9458,2,33,10,5,0.16,1,44,59.0
12334451,0,4,158,40.71958,-73.96123,3,350,2,19,0.58,1,179,10.0
95459395,1,5,210,40.7671,-73.98148,3,300,30,0,0.0,18,364,
10528,1,5,196,40.77727,-73.98453,3,200,30,9,0.28,2,139,151.0
85923274,0,5,188,40.72195,-73.98698,3,214,2,15,0.48,1,17,51.0
59488330,0,4,66,40.68687,-73.91564,2,40,2,21,0.63,1,185,360.0
19177308,1,4,66,40.6883,-73.90596,2,39,2,104,3.09,4,174,31.0
17125263,1,5,149,40.79655,-73.93848,2,75,3,54,1.61,2,271,3.0
79738498,0,5,137,40.8014,-73.95793,2,100,2,12,0.36,1,0,773.0
33064599,1,5,196,40.80039,-73.96724,2,49,1,56,1.83,6,326,82.0
10777266,0,4,180,40.67688,-73.96735,3,185,3,109,3.25,1,269,17.0
48107620,0,4,158,40.71145,-73.95887,2,100,3,9,0.27,1,0,621.0
22129681,0,4,181,40.68048,-73.99322,3,130,4,8,0.24,1,0,305.0
12008116,0,5,190,40.77341,-73.95025,3,375,1,16,0.51,1,110,17.0
96975337,0,5,172,40.71333,-73.9916,2,69,30,1,0.03,1,359,936.0
96978953,0,4,123,40.65985,-73.95725,2,125,2,27,0.88,1,136,62.0
24273714,1,4,158,40.71381,-73.93903,2,85,1,31,0.93,3,279,10.0
28458209,1,5,137,40.83014,-73.94656,2,59,3,49,1.51,2,203,37.0
52183380,0,5,206,40.74381,-73.9923,3,110,30,2,0.06,1,0,991.0
1022070,0,4,158,40.71113,-73.95296,3,250,2,6,0.18,1,0,920.0
96867847,0,5,210,40.75723,-73.96313,3,175,2,10,0.31,1,0,315.0
8402190,0,4,160,40.72342,-73.94838,2,99,2,38,1.13,1,89,17.0
27803037,0,5,193,40.74089,-73.98094,3,175,3,20,0.61,1,0,296.0
40532977,1,4,121,40.68137,-73.91359,2,38,30,5,0.15,4,0,269.0
30499687,1,1,49,40.90175,-73.89761,2,77,2,9,0.29,2,0,801.0
17243984,0,4,128,40.66198,-73.98964,2,90,2,0,0.0,1,0,
2742827,0,5,193,40.74533,-73.9772,3,128,2,5,0.19,1,0,408.0
97086824,0,2,98,40.66735,-73.76647,3,49,1,434,12.84,1,102,21.0
62563056,0,5,210,40.76382,-73.98007,3,305,4,0,0.0,1,124,
38965064,0,4,14,40.63561,-73.97961,3,83,7,1,0.04,1,0,813.0
219970,1,4,126,40.67642,-73.961,2,80,2,3,0.09,2,0,954.0
67213712,0,4,170,40.68255,-73.9899,3,400,30,118,3.53,1,265,34.0
95436015,0,5,208,40.73322,-74.00853,3,450,30,12,0.38,1,165,185.0
68746033,0,4,121,40.68303,-73.91238,2,80,1,2,0.06,1,0,1004.0
97166562,0,5,201,40.73402,-73.9862,2,82,1,88,2.76,1,14,20.0
95796044,0,1,12,40.88253,-73.86951,2,68,1,6,0.19,1,87,274.0
97243693,1,5,199,40.74699,-73.97659,3,200,3,62,3.19,2,49,9.0
97122846,0,4,114,40.65141,-73.92512,3,75,3,109,3.29,1,232,20.0
2764786,0,5,206,40.74853,-73.99593,2,120,1,18,0.55,1,0,910.0
60085031,0,5,210,40.7536,-73.97306,3,125,2,9,0.34,1,0,663.0
40411263,0,5,149,40.79523,-73.94278,2,39,120,0,0.0,1,173,
51373228,0,5,191,40.71625,-74.00401,3,350,2,0,0.0,1,0,
97300191,0,2,70,40.74767,-73.90721,3,110,2,9,0.27,1,8,767.0
35433522,1,4,158,40.71258,-73.95191,3,349,5,5,0.16,3,0,391.0
24385779,0,5,203,40.7215,-73.99395,2,85,2,5,0.16,1,0,851.0
97323051,0,4,180,40.67431,-73.9651,2,66,3,3,0.09,1,0,267.0
52997121,1,2,103,40.67518,-73.78046,2,75,1,45,1.33,4,8,12.0
27227850,0,4,162,40.66634,-73.98185,3,144,1,32,0.96,1,0,44.0
21594748,1,5,131,40.80751,-73.96619,2,110,2,5,0.15,2,0,663.0
11757212,1,4,66,40.69804,-73.92816,2,51,1,45,1.35,4,351,40.0
89388277,1,5,188,40.72203,-73.98986,2,118,1,2,0.08,3,0,703.0
96341353,1,3,135,40.64055,-74.0784,2,70,1,60,1.84,3,336,24.0
89388277,1,5,188,40.72205,-73.9913,2,118,1,3,0.17,3,0,501.0
2856748,1,5,210,40.75936,-73.96293,3,250,30,0,0.0,49,364,
89388277,1,5,188,40.72342,-73.99108,2,118,1,0,0.0,3,0,
4360212,0,4,158,40.70912,-73.94513,3,135,2,22,0.66,1,5,3.0
64065593,1,5,210,40.7531,-73.97321,2,252,2,3,0.09,13,324,265.0
76192815,1,5,172,40.71745,-73.99409,3,300,1,23,0.69,5,364,105.0
25843005,1,2,134,40.75786,-73.92808,2,49,2,108,3.2,3,20,10.0
94536810,1,1,6,40.85585,-73.86486,2,40,5,65,1.94,2,328,36.0
97441717,0,4,92,40.65228,-73.96402,2,65,3,1,0.03,1,0,1000.0
39054866,0,4,158,40.71238,-73.96279,3,160,3,1,0.03,1,0,1004.0
22225635,0,4,66,40.69108,-73.91531,2,65,5,0,0.0,1,0,
97454026,0,5,86,40.85679,-73.932,2,60,2,60,1.79,1,60,17.0
92195100,0,1,6,40.85236,-73.86632,2,35,1,114,3.48,1,0,274.0
11018460,1,4,158,40.7155,-73.95632,2,125,5,15,0.46,2,288,36.0
1706073,0,4,183,40.67293,-73.98609,3,105,30,7,0.24,1,189,255.0
2910527,0,4,164,40.68725,-73.97458,3,150,2,4,0.12,1,0,788.0
97513787,1,5,172,40.7164,-73.99188,2,73,25,13,0.48,5,38,63.0
77778146,1,4,126,40.66631,-73.94764,2,95,30,3,0.15,8,189,310.0
77778146,1,4,126,40.66596,-73.94936,2,75,1,13,0.39,8,311,216.0
27336207,1,5,201,40.73736,-73.98025,3,120,5,8,0.25,2,0,500.0
52950465,1,5,210,40.75241,-73.97081,3,199,30,0,0.0,12,226,
28717495,0,5,202,40.70651,-74.00656,3,199,2,1,0.03,1,0,1003.0
97536353,1,2,178,40.58929,-73.79441,2,60,3,3,0.1,2,0,749.0
97538710,0,4,164,40.68906,-73.97897,2,88,1,82,2.45,1,67,31.0
7139819,1,5,206,40.74738,-74.00134,3,179,3,3,0.09,2,0,781.0
219320,0,5,137,40.82218,-73.94593,3,120,1,4,0.12,1,0,983.0
97631810,0,2,54,40.75849,-73.87068,2,50,1,218,6.91,1,153,3.0
2657430,1,5,206,40.74681,-74.00006,2,110,7,3,0.21,2,0,341.0
9049657,0,4,66,40.69003,-73.90891,3,390,1,131,4.11,1,321,3.0
96098402,1,5,210,40.75175,-73.97218,2,269,3,8,0.24,12,365,946.0
52428829,0,4,158,40.70683,-73.94582,2,60,1,0,0.0,1,0,
97513787,1,5,172,40.71592,-73.99332,2,65,25,20,0.9,5,365,210.0
15636131,0,5,190,40.76952,-73.94892,3,150,7,12,0.39,1,32,83.0
93202618,0,4,66,40.70588,-73.92302,2,45,1,7,0.21,1,0,899.0
47617616,0,2,144,40.74569,-73.94684,2,105,4,10,0.33,1,70,42.0
96424121,1,2,110,40.70348,-73.76621,2,55,1,71,2.12,3,365,44.0
77665938,0,2,63,40.72693,-73.90319,3,105,1,92,2.75,1,316,15.0
92467975,0,2,125,40.73216,-73.81841,2,399,1,0,0.0,1,241,
84684940,1,4,92,40.64747,-73.96171,2,75,3,65,1.95,2,335,54.0
12573650,0,4,66,40.70191,-73.92298,2,38,1,11,0.35,1,0,812.0
77010815,0,1,33,40.8722,-73.87607,2,50,3,22,0.76,1,342,38.0
97779735,0,4,158,40.70879,-73.94937,2,70,7,15,0.45,1,292,73.0
22534244,0,2,70,40.74845,-73.89665,2,85,1,42,1.26,1,364,12.0
97794621,0,2,67,40.73922,-73.9265,2,70,1,76,2.28,1,76,3.0
31932014,0,5,196,40.78319,-73.97762,2,85,2,8,0.24,1,89,706.0
114590,0,4,158,40.72049,-73.96027,3,180,3,7,0.21,1,54,16.0
42325192,0,5,137,40.81463,-73.95106,2,75,3,11,0.35,1,14,191.0
918668,0,4,126,40.677,-73.95923,2,200,30,0,0.0,1,88,
97822063,0,2,110,40.70577,-73.75932,2,47,3,2,0.06,1,56,206.0
3998751,0,4,152,40.65927,-73.97832,3,300,2,6,0.18,1,16,196.0
97825348,0,2,178,40.59065,-73.79563,3,150,2,20,0.61,1,76,3.0
97842006,0,5,206,40.74624,-74.00371,3,225,1,51,1.63,1,9,11.0
97763801,0,2,134,40.7687,-73.91975,3,149,4,5,0.15,1,66,459.0
30702769,0,5,172,40.71305,-73.99443,2,100,1,154,4.6,1,233,5.0
88972153,0,4,160,40.73218,-73.95647,3,425,3,0,0.0,1,344,
97853468,1,1,2,40.81658,-73.88889,2,59,14,13,0.4,4,340,192.0
9271620,0,4,158,40.71671,-73.94592,2,77,28,10,0.3,1,315,192.0
97961443,0,2,134,40.75954,-73.90548,3,129,20,0,0.0,1,0,
1862880,0,5,211,40.72652,-74.00032,3,245,2,44,1.34,1,0,22.0
57954964,0,5,82,40.86906,-73.9173,2,50,2,7,0.23,1,155,275.0
32707981,1,5,187,40.72396,-73.98941,2,120,2,5,0.16,4,0,822.0
16390627,0,5,190,40.7723,-73.94746,2,55,8,1,0.05,1,0,555.0
1407676,1,4,158,40.71727,-73.95753,2,110,1,102,3.13,4,267,23.0
5654072,1,4,92,40.63503,-73.95127,2,150,3,10,0.38,3,0,620.0
5654072,1,4,92,40.63409,-73.95245,2,71,3,20,0.73,3,0,574.0
67097911,0,5,206,40.74101,-74.00496,3,300,2,7,0.21,1,0,704.0
17796102,0,5,82,40.86107,-73.92959,3,90,26,4,0.35,1,58,13.0
10109204,0,4,66,40.70378,-73.91311,2,65,2,3,0.09,1,0,515.0
76184970,0,4,158,40.71322,-73.9648,3,408,3,88,2.68,1,267,14.0
51007432,0,5,190,40.7739,-73.94782,2,78,1,73,2.18,1,1,54.0
1454772,0,4,121,40.68014,-73.94048,3,95,3,48,1.57,1,338,11.0
98053423,0,5,137,40.80968,-73.94425,2,99,1,31,2.63,1,123,4.0
97833986,0,5,196,40.77851,-73.97645,2,77,4,93,2.87,1,115,22.0
3485640,0,5,86,40.83892,-73.94265,3,120,3,4,0.13,1,7,43.0
2431238,0,4,121,40.68709,-73.95444,3,125,3,93,2.78,1,13,9.0
30494687,0,5,137,40.80887,-73.94889,2,90,3,3,0.09,1,0,739.0
33991916,0,4,92,40.64361,-73.95367,2,86,2,53,1.64,1,324,3.0
30384194,1,2,134,40.75771,-73.91385,2,99,3,47,1.41,2,176,299.0
7610841,1,5,196,40.80088,-73.96194,2,115,2,72,2.55,2,275,52.0
20862571,0,4,126,40.66892,-73.96079,2,32,2,1,0.03,1,0,916.0
98267290,0,5,196,40.77509,-73.98255,3,130,30,0,0.0,1,185,
8903368,0,5,137,40.81668,-73.94407,2,100,1,3,0.09,1,0,780.0
98279802,0,4,66,40.70035,-73.92366,2,45,90,0,0.0,1,0,
98297464,1,4,97,40.61937,-74.03132,3,95,6,20,0.6,2,141,30.0
16810685,0,5,207,40.72868,-73.99901,3,183,1,173,5.21,1,271,3.0
98308046,0,4,66,40.68946,-73.91537,3,150,2,110,3.38,1,152,17.0
1774499,0,4,66,40.69909,-73.92279,2,75,3,2,0.06,1,0,980.0
98341498,0,4,66,40.6886,-73.91209,3,150,4,77,2.45,1,258,43.0
6357228,0,5,196,40.79915,-73.96086,2,90,14,0,0.0,1,0,
3002077,0,4,158,40.71675,-73.96226,3,500,7,5,0.16,1,106,192.0
37435847,0,5,149,40.79534,-73.94526,3,100,1,73,2.37,1,0,194.0
52997121,1,2,103,40.67603,-73.78217,2,70,1,29,0.9,4,8,182.0
7025954,0,5,187,40.72188,-73.9826,2,99,3,11,0.33,1,0,618.0
56065753,0,4,121,40.69205,-73.95593,3,80,1,5,0.17,1,0,310.0
98485181,0,4,121,40.6876,-73.92691,2,79,2,16,1.12,1,173,24.0
14295824,0,5,187,40.72718,-73.98238,2,80,4,7,0.33,1,0,188.0
20368225,1,5,137,40.80854,-73.94519,3,200,2,102,3.5,3,101,19.0
63746890,0,4,121,40.69002,-73.93733,3,100,3,92,3.26,1,4,25.0
22525595,0,5,208,40.73616,-74.00889,3,200,2,28,1.32,1,66,48.0
46221302,0,5,196,40.79858,-73.97301,2,95,6,4,0.15,1,0,69.0
86592511,0,4,170,40.66734,-73.99383,3,135,2,19,0.6,1,35,21.0
2856748,1,5,193,40.73824,-73.97874,3,198,30,0,0.0,49,364,
897121,0,5,188,40.71838,-73.99149,2,85,1,135,4.3,1,8,8.0
42151184,0,2,80,40.70899,-73.82814,2,90,90,0,0.0,1,365,
1475812,1,5,203,40.72216,-73.99571,3,275,2,32,1.14,3,41,9.0
8113117,0,4,158,40.71228,-73.95323,2,80,2,181,5.42,1,52,198.0
28007844,0,5,210,40.74459,-73.99061,2,108,1,1,0.03,1,0,918.0
98714463,0,5,194,40.76043,-73.995,2,110,3,94,2.83,1,26,16.0
98810918,0,2,144,40.74629,-73.95199,2,95,3,56,1.71,1,50,63.0
98816024,0,4,158,40.7111,-73.94352,2,95,3,24,0.73,1,5,380.0
98828133,0,4,126,40.67183,-73.94934,3,160,2,129,3.91,1,220,3.0
21600813,0,5,137,40.82991,-73.94848,2,50,2,28,0.85,1,0,318.0
5053976,1,4,121,40.68989,-73.95878,2,45,7,14,0.42,3,364,283.0
62852828,1,5,137,40.82415,-73.95283,2,200,2,0,0.0,2,89,
25549229,1,4,158,40.70677,-73.96745,2,101,1,91,2.74,2,12,21.0
98853519,0,5,196,40.80209,-73.96196,3,174,4,12,0.44,1,0,188.0
7157161,0,4,158,40.71274,-73.94521,2,90,1,2,0.06,1,341,990.0
2807776,1,4,92,40.65087,-73.96467,2,65,2,69,2.08,2,60,16.0
48804458,1,2,41,40.70349,-73.8994,3,94,6,96,2.96,2,48,12.0
98726662,1,4,117,40.60948,-73.95803,2,39,2,66,2.01,3,62,5.0
98726662,1,4,117,40.60985,-73.95927,2,39,3,18,0.54,3,1,116.0
96892684,0,5,86,40.83923,-73.94557,2,65,1,113,3.63,1,266,10.0
14016646,0,5,207,40.72962,-73.99932,2,100,5,18,0.56,1,0,619.0
2000143,0,4,195,40.69468,-73.99327,3,100,3,24,0.72,1,2,125.0
49699620,1,5,190,40.77777,-73.94914,2,100,7,13,0.41,3,0,554.0
57696968,0,2,59,40.67711,-73.8054,2,29,1,73,2.2,1,0,332.0
26328087,0,4,158,40.71373,-73.94794,3,150,10,4,0.12,1,93,962.0
5664607,0,4,160,40.73363,-73.95333,2,110,2,3,0.12,1,2,60.0
11082833,0,2,134,40.76231,-73.92354,3,80,2,1,0.03,1,0,898.0
28809087,0,5,172,40.71809,-73.99655,2,200,3,0,0.0,1,0,
67619393,0,2,11,40.73759,-73.86351,2,37,3,30,0.98,1,48,22.0
8977158,1,4,181,40.68384,-73.99813,3,175,2,129,3.92,2,206,18.0
7610841,1,5,196,40.80173,-73.96175,3,375,2,40,1.54,2,285,25.0
4970150,0,5,196,40.78152,-73.97249,3,249,2,18,0.55,1,0,248.0
65147357,0,5,149,40.79543,-73.93539,2,80,1,15,0.45,1,0,38.0
17849213,1,4,158,40.71506,-73.93816,2,90,1,52,2.88,2,52,4.0
27506975,0,4,158,40.70553,-73.94267,2,90,2,1,0.03,1,0,996.0
35648363,0,4,195,40.69183,-73.99202,3,250,2,119,3.62,1,230,9.0
16098958,1,5,204,40.76273,-73.98397,3,290,30,0,0.0,96,0,
73373504,0,5,206,40.74068,-74.00295,3,180,2,134,4.17,1,70,13.0
10238963,0,4,159,40.62652,-74.0196,3,95,3,7,0.22,1,0,304.0
96996010,0,5,199,40.74698,-73.97218,2,205,1,23,0.91,1,363,69.0
